FECHA CT,NUMERO TICKET,MOTIVO,ID TIENDA,DIRECCION,LOCALIDAD,TIPO VISITA,GRUPO,ESTADO,PRECIO,1° REMITO,2° REMITO,ESTADO FINAL
14/1/2025 13:27:08,5738586,Tienda 1006 - Desagües de murales - ACONTEC,1006,CL J. S. CROVARA 2472,TABLADA,EMERGENCIA,G-MANU,TERMINADO,210000,TRUE,TRUE,APROBADO
14/1/2025 14:44:50,5738792,Tienda 1035 - Desagües de murales tapados - ACONTEC,1035,AGUERO ESQUINA BALCARCE 935,MORON,EMERGENCIA,G-ALEXIS,TERMINADO,105000,TRUE,TRUE,APROBADO
14/1/2025 13:28:00,5738552,"Tienda 5331 - Limpieza de cañería y tanque, tienda sin agua - ACONTEC",5331,WILLIAMS MORRIS 3924,CASTELAR,EMERGENCIA,G-ALEXIS,TERMINADO,150000,TRUE,TRUE,APROBADO
14/1/2025 15:57:49,5739170,Tienda 1008 - Puerta de depósito desoldada - ACONTEC,1008,BERNARDO ADER 775,BOULOGNE,EMERGENCIA,G-ALEXIS,TERMINADO,46900,TRUE,TRUE,APROBADO
14/1/2025 17:22:08,5738860,"Continuación del ticket #5679605, el cual fue cerrado automáticamente por el sistema.",1006,CL J. S. CROVARA 2472,TABLADA,EMERGENCIA,G-NAZA,TERMINADO,210200,TRUE,TRUE,APROBADO
15/1/2025 11:39:27,5739180,"Tienda 1019 - Desagüe de cámara , rejilla de guardaganados y atmosférico - ACONTEC",1019,AV LIBERTADOR 1501,MORENO,EMERGENCIA,G-NAZA,TERMINADO,122500,TRUE,TRUE,APROBADO
15/1/2025 11:47:49,5738498,Continuación del ticket #5672257 el cual fue cancelado automáticamente por el sistema.,1029,AV.BRIG.GRAL.J.M.DE ROSAS 4351 ESQ.9 DE JULIO,JOSE LEON SUAREZ,EMERGENCIA,G-ALEXIS,TERMINADO,627800,TRUE,TRUE,APROBADO
15/1/2025 17:08:27,5738536,"Tienda 5428 - Se desoldó la manija que estaba soldada en la puerta corrediza de entrada - ACONTEC Continuación de ticket #5682201, el cual se cerró automáticamente.",5428,FRANCISCO NARCISO LAPRIDA 4475,VILLA MARTELLI,EMERGENCIA,G-NAZA,TERMINADO,46900,TRUE,TRUE,APROBADO
15/1/2025 17:11:07,5739953,Tienda 52 Desagüe del aire AA pierde,52,SAN MARTIN 1732,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,75800,TRUE,TRUE,APROBADO
14/1/2025 17:24:50,5739258,"Continuación del ticket #5671611, el cual fue cerrado automáticamente por el sistema.",60,SEGUROLA 1178,VELEZ SARSFIELD,PRESUPUESTO,G-MANU,TERMINADO,380200,TRUE,TRUE,APROBADO
16/1/2025 13:45:14,5741492,T139 cañería estacionamiento rota inundado,139,PUEYRREDON 2663,VILLA BALLESTER,EMERGENCIA,G-ALEXIS,TERMINADO,100000,TRUE,TRUE,APROBADO
16/1/2025 18:20:42,5742063,Tienda 160 Se rompió la puerta y quedo trabada,160,ARTIGAS Y CAMPICHUELO 6015,VILLA BALLESTER,EMERGENCIA,G-NAZA,TERMINADO,46000,TRUE,TRUE,APROBADO
17/1/2025 11:40:47,5742594,T5268 Defensa changos y camara de frio,5268,AV MITRE 4729,CASEROS,EMERGENCIA,G-NAZA,TERMINADO,46000,TRUE,TRUE,APROBADO
19/1/2025 13:11:33,5730304,T5392 - VEREDA CON ESCOMBROS - VIENE DEL TKT 5684651,5392,ARISTOBULO DEL VALLE 3349,MERLO,EMERGENCIA,G-NAZA,TERMINADO,178200,TRUE,TRUE,APROBADO
21/1/2025 11:51:34,5748535,"Tienda 151 - Relevar Placas del techo de la oficina - ACONTEC Continuación del ticket #5674282, el cual fue cerrado automáticamente por el sistema.",151,JOSE MARIA BOSCH 1336,VILLA BOSCH,PRESUPUESTO,G-NAZA,TERMINADO,228500,TRUE,TRUE,APROBADO
21/1/2025 15:07:20,5748912,T106- SE PRECISA DE URGENCIA PODA DE ARBOL QUE ESTÁ ARRIBA DEL CONSENSADOR.,106,9 DE JULIO 5300,VILLA BALLESTER,PRESUPUESTO,G-ALEXIS,TERMINADO,92800,TRUE,TRUE,APROBADO
21/1/2025 15:14:35,5748849,Tienda 10 - relevar los m2 para realizar un cerramiento de placa cementicia - Continuación ticket #5669901 - ACONTEC,10,SAN MARTIN 2146,CASEROS,PRESUPUESTO,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
21/1/2025 9:37:38,5748044,T1009-Bomba de fosa en corto - acontec,1009,CL EVA PERON 297,LOMAS DEL MIRADOR,PRESUPUESTO,G-ALEXIS,TERMINADO,522300,TRUE,TRUE,APROBADO
20/1/2025 15:56:03,5747558,T773 - RELEVAR CERRAMIENTOS,773,AV LOPE DE VEGA 2839,VILLA REAL,PRESUPUESTO,G-MANU,TERMINADO,428000,TRUE,TRUE,APROBADO
20/1/2025 14:17:47,5746710,T5318 filtracion de agua,5318,CRISOLOGO LARRALDE 992,MORON,EMERGENCIA,G-ALEXIS,TERMINADO,124800,TRUE,TRUE,APROBADO
20/1/2025 11:10:12,5746831,"Sin agua , no funciona bomba-tda 1007",1007,CNL.C.F.DE BRANDSEN 1957,ITUZAINGO,EMERGENCIA,G-NAZA,TERMINADO,737000,TRUE,TRUE,APROBADO
20/1/2025 11:09:25,5746468,T908 Filtraciones por lluvia inundan salon de ventas,908,FRANKLIN 1151,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,46900,TRUE,TRUE,APROBADO
19/1/2025 18:15:13,5746128,T87 - RELEVAR FILTRACIONES - ACONTEC,87,PACIFICO RODRIGUEZ 7270,JOSE LEON SUAREZ,EMERGENCIA,G-ALEXIS,TERMINADO,83800,TRUE,TRUE,APROBADO
19/1/2025 18:12:01,5746051,T129 Amurar aire acondicionado,129,PASTORINI 2009,LA REJA,EMERGENCIA,G-ALEXIS,TERMINADO,46000,TRUE,TRUE,APROBADO
19/1/2025 18:10:41,5745951,T5428 Techo roto y filtracion de agua cuando llueve - ACONTEC,5428,FRANCISCO NARCISO LAPRIDA 4475,VILLA MARTELLI,EMERGENCIA,G-MANU,TERMINADO,83000,TRUE,TRUE,APROBADO
19/1/2025 14:30:48,5745785,T139 no hay agua en la tienda hace 24hs,139,PUEYRREDON 2663,VILLA BALLESTER,EMERGENCIA,G-NAZA,TERMINADO,46000,TRUE,TRUE,APROBADO
19/1/2025 15:25:38,5745996,T382 FILTRACION SOBRE MURAL DE 4TA GAMA,382,GUAYAQUIL 264,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,55900,TRUE,TRUE,APROBADO
19/1/2025 14:30:29,5745908,Tienda 165 Tienda inundada,165,AV ZAPIOLA 529,PASO DEL REY,EMERGENCIA,G-NAZA,TERMINADO,46000,TRUE,TRUE,APROBADO
19/1/2025 12:25:17,5745582,T1028 TERMOTANQUE ELECTRICO NO FUNCIONA,1028,PEDRO DIAZ ESQ. EL ZORZAL 1098,VILLA TESEI,PRESUPUESTO,G-NAZA,TERMINADO,805000,TRUE,TRUE,APROBADO
19/1/2025 12:22:42,5745191,T1011 AGUA EN SALÓN DE MURALES - ACONTEC,1011,ZEBALLOS 3028,CASTELAR,EMERGENCIA,G-NAZA,TERMINADO,46000,TRUE,TRUE,APROBADO
19/1/2025 12:21:11,5745032,T48 tapar desagüe - ACONTEC,48,HUMBERTO PRIMERO 1000,LUJAN,EMERGENCIA,G-ALEXIS,TERMINADO,46900,TRUE,TRUE,APROBADO
19/1/2025 12:19:20,5745268,Tienda 588 los murales de frío pierden agua estan tapados -ACONTEC,588,AV DIAZ VELEZ 5540,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,105000,TRUE,TRUE,APROBADO
21/1/2025 17:41:31,5748701,T908 - Filtraciones en tienda,908,FRANKLIN 1151,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,46900,TRUE,TRUE,APROBADO
21/1/2025 17:55:30,5749266,T1083 mesada rota del merendero -,1083,AV BARTOLOME MITRE 2375,MORENO,PRESUPUESTO,G-ALEXIS,TERMINADO,466700,TRUE,TRUE,APROBADO
22/1/2025 9:13:43,5749397,T110 - Cambio de placas rotas y faltantes - Acontec (Presupuestar),110,AV ROCA 3729,TRUJUI,PRESUPUESTO,G-ALEXIS,TERMINADO,914000,TRUE,TRUE,APROBADO
23/1/2025 18:53:58,5752039,T5225 - SE SOLICITA LOS SIGUIENTES TRABAJOS VOLQUETE Y RETIRO DE EQUIPAMIENTO EN DESUSO PARA TIRAR DESOBSTRUIR Y VERIFICAR ESTRUCTURA DEL DESAGUE MAL HECHO,5225,LINCOLN 1978,JOSE INGENIEROS,PRESUPUESTO,G-ALEXIS,TERMINADO,581500,TRUE,TRUE,APROBADO
23/1/2025 18:57:28,5751884,T165 - TIENDA SIN AGUA - ACONTEC,165,AV ZAPIOLA 529,PASO DEL REY,EMERGENCIA,G-ALEXIS,TERMINADO,150000,TRUE,TRUE,APROBADO
25/1/2025 10:34:33,5753780,T160 Pérdida de agua mural lácteos - ACONTEC,160,ARTIGAS Y CAMPICHUELO 6015,VILLA BALLESTER,EMERGENCIA,G-NAZA,TERMINADO,146600,TRUE,TRUE,APROBADO
26/1/2025 11:13:32,5755151,T700 Realizar pase de muros para g.e.,700,LOPE DE VEGA 2159,VILLA REAL,EMERGENCIA,G-NAZA,TERMINADO,46900,TRUE,TRUE,APROBADO
26/1/2025 16:01:40,5754631,T1008 Fosa llena de agua - Acontec,1008,BERNARDO ADER 775,BOULOGNE,EMERGENCIA,G-ALEXIS,TERMINADO,209700,TRUE,TRUE,APROBADO
27/1/2025 9:38:38,5755439,T1022 - CERRADURA DE PORTON CORREDIZO DESOLDADO - ACONT,1022,PRES.JUAN D.PERON 7230,MARTIN CORONADO,EMERGENCIA,G-ALEXIS,TERMINADO,46900,TRUE,TRUE,APROBADO
27/1/2025 9:37:51,5755694,T1011 Tienda sin agua,1011,ZEBALLOS 3028,CASTELAR,EMERGENCIA,G-ALEXIS,TERMINADO,46900,TRUE,TRUE,APROBADO
27/1/2025 13:55:43,5756503,T1022 - Puerta de deposito desolada - Acontec,1022,PRES.JUAN D.PERON 7230,MARTIN CORONADO,EMERGENCIA,G-ALEXIS,TERMINADO,46900,TRUE,TRUE,APROBADO
21/1/2025 15:16:33,5748829,Tienda 5416 - PISO FLOJO. TODA LA ENTRADA - Continuación del ticket #5595527 - ACONTEC,5416,TENIENTE GENERAL ROCA 822,HURLINGHAM,PRESUPUESTO,G-ALEXIS,TERMINADO,1732700,TRUE,TRUE,APROBADO
27/1/2025 17:00:47,5756929,td 1006 - Retirar parte superior del cerramiento de proteccion - ACONTEC,1006,CL J. S. CROVARA 2472,TABLADA,EMERGENCIA,G-MANU,TERMINADO,46900,TRUE,TRUE,APROBADO
28/1/2025 12:43:05,5757800,"Tienda 212 Solicitamos con urgencia la reparación de las siguientes pérdidas de agua: * El inodoro del baño de caballeros pierde agua por abajo (falta sellar ) * La canilla de la bacha del merendero está mal colocada y pierde agua, por lo que se filtra y está mojando todo el piso. Hay riesgo patinarse. * los desagües del AA caen al piso del parking y no al caño, por estar roto. * Falta terminar de pintar dos paredes del parking, las cuales están en muy malas condiciones.",212,C. 16 283,MERCEDES,EMERGENCIA,G-ALEXIS,TERMINADO,111200,TRUE,TRUE,APROBADO
28/1/2025 13:00:36,5757444,T1019 - Desagote de pozo - Acontec,1019,AV LIBERTADOR 1501,MORENO,EMERGENCIA,G-NAZA,TERMINADO,414000,TRUE,TRUE,APROBADO
29/1/2025 8:25:56,5758661,T5280 - Heladeras pierden toda el agua. Se solicita desobstruccion,5280,AV VERGARA 1062,HURLINGHAM,EMERGENCIA,G-NAZA,TERMINADO,46900,TRUE,TRUE,APROBADO
29/1/2025 11:46:42,5758847,T1007 - Termotanque de merendero hace saltar la termica - Acontec,1007,CNL.C.F.DE BRANDSEN 1957,ITUZAINGO,EMERGENCIA,G-ALEXIS,TERMINADO,804600,TRUE,TRUE,APROBADO
30/1/2025 12:55:13,5760235,T751 Tienda sin agua - Acontec viene del ticket 5756364,751,BEIRO 5678,VILLA REAL,EMERGENCIA,G-MANU,TERMINADO,46900,TRUE,TRUE,APROBADO
30/1/2025 16:26:23,5760921,T61 - Desagote de pozo - Acontec,61,AV EVA PERON 9735,LOMA HERMOSA,EMERGENCIA,G-NAZA,TERMINADO,414000,TRUE,TRUE,APROBADO
31/1/2025 14:21:14,5762019,T5143 - Perdida de agua en el baño - Acontec,5143,VENEZUELA 4531,VILLA LUZURIAGA,PRESUPUESTO,G-ALEXIS,TERMINADO,353600,TRUE,TRUE,APROBADO
